"Phylostratum"	"GeneID"	"dry"	"imbibed"	"testa rupture"	"radicle"	"first root"	"greening"	"opening"
1	"at4g36040"	15.3406956427907	13.1693600250327	8.35450489247669	8.18511677832961	7.25827725535574	5.64676985748839	8.04013281413422
1	"at4g36050"	9.34319621884891	7.83657631648661	6.45445298969413	5.89185666461656	5.67479063455795	4.97963960657534	4.70732893048623
6	"at4g36060"	3.07280098902412	2.97345415717975	2.88302630464723	2.81512958479854	2.7645934389028	2.63281320348156	2.90778244471809
1	"at4g36070"	3.35912659359179	2.5596732660659	2.57454145419945	2.89468728234343	2.78253756924266	2.81578399649294	2.78885385285852
1	"at4g36080"	14.4535953053234	14.2054142691112	10.3869690911188	8.56656302858707	7.93469718884695	7.35862304880798	6.81478196699792
2	"at4g36090"	11.2461347510234	12.1457794038762	7.54320429802199	7.21871726907713	6.8347520455964	6.50408149090377	6.61943233211712
1	"at4g36110"	3.01686017734367	2.31733935984554	2.47114243093103	2.55635199359862	2.59474092829446	2.72739722507349	3.03287141538489
6	"at4g36120"	2.86555714474508	2.46868340954107	2.73582541157451	3.14511913545363	4.17171374610107	4.47793835198082	4.63571487141961
1	"at4g36130"	18.7979725884435	29.6533528824848	30.3521785727515	29.0458504462256	26.2751573728215	24.0284219755353	21.2239581869363
1	"at4g36160"	2.97361904506062	2.63172090713583	3.49948591164042	3.22073285331491	3.14488915064912	3.30388964654138	3.40257115845926
1	"at4g36220"	14.1778545870576	11.2365000827525	11.4702266979765	11.6518408810936	10.4715613652613	13.2035945108152	22.1294956578372
2	"at4g36240"	2.99870305397764	4.07643638173807	5.18387644711016	4.57687957659401	5.01361657109002	5.32730728665731	5.54288470845867
1	"at4g36250"	7.32442666188623	12.3430825640154	20.4684766998498	22.1304671490041	19.8981146061446	19.790184628518	15.6003987490964
1	"at4g36260"	6.54871796708768	6.2182466080507	4.64667368150013	4.41608211925151	4.91063127897793	4.56605794070478	4.07007910139835
2	"at4g36280"	3.34646671914328	3.2503171587572	3.6616629511126	4.13668470318955	3.46931939858378	4.18526942887082	3.85529208710813
2	"at4g36290"	8.29682965879995	9.41618718441025	6.63223824821588	4.98963920591403	5.92766671257529	5.67496961004357	5.53874710125715
1	"at4g36350"	4.2536917792536	2.86857684591075	3.03575388538497	3.1275436072792	3.24628913244663	3.22295080353461	3.14852182232065
1	"at4g36360"	15.591424430052	6.84350621034176	8.68764207718989	11.0979258723808	18.215245066421	20.4211871675427	17.2647256056297
16	"at4g36370"	4.04537468842137	3.095814439172	2.94949643756993	3.00986858852303	2.9299519393589	3.25410807560168	3.30808009799207
1	"at4g36380"	14.7691562158213	13.1945828337325	5.77755064035007	4.19690313681422	4.14958914257886	4.08148738993548	6.71566841868618
1	"at4g36400"	7.34140401867617	6.19608169739723	7.91485909382308	8.76388670075294	10.4598022145636	9.14358441635896	7.97553058677895
1	"at4g36410"	4.08488038466396	3.48337066964379	3.68833066095127	7.00187270364571	11.2701670918665	13.902173018562	17.7991753942336
1	"at4g36420"	11.1695758709357	20.436893334626	20.4667978947823	18.4130940628944	15.1475475928194	12.8518977255968	11.4681716635471
1	"at4g36430"	2.87004495216726	2.52662344190578	2.57672456956586	2.66617781300213	2.69988351937465	3.45984762118442	4.79265359011784
6	"at4g36440"	14.6364201841015	16.1146915234825	15.444436544513	15.2717660278311	14.3277930574294	13.1109395207353	11.8987998963659
1	"at4g36450"	4.07498288496661	3.52196848544637	3.11008066611388	2.90923767912989	3.30516928665006	3.05167043470914	2.77117150400415
19	"at4g36460"	2.7159488952846	2.64968525838063	2.73946309182543	2.75428974051132	2.94533724364083	2.93148532236781	3.12559784656921
1	"at4g36470"	2.73766736747552	2.53081344733832	2.96970474080783	2.83580140060869	2.83312547894207	3.22723991653266	5.7348708621782
1	"at4g36480"	15.3686353970952	15.7331139113085	16.8986586843459	16.9241522781732	15.3059586273348	15.1737910013459	14.973677337614
1	"at4g36490"	3.32939759495014	2.62063785148906	2.64913341098418	2.50031725934816	2.54859947879239	2.58383151738191	2.45108015977177
10	"at4g36500"	3.3826502101053	2.47830285619205	8.59249336954865	13.848716164524	16.21290827606	22.7256738291107	22.8982853512713
19	"at4g36510"	3.60245148139923	2.86724628836386	3.08757782179101	2.92224809585871	3.1606716492749	3.58679634651895	3.65253095539971
1	"at4g36520"	7.08680490588248	11.9694766342978	9.6217623516335	8.09794680843179	6.7381855968994	7.48100018551753	7.07190061525523
1	"at4g36530"	13.3782082226497	4.89302334726406	5.98346423192478	6.17392446907876	7.55456315409732	7.21295455074094	7.5156045941351
1	"at4g36540"	3.3277018214753	8.55743739863133	6.58811086652265	4.677058584615	7.42923588312995	10.0537210919278	14.0169607809832
1	"at4g36550"	4.98566690899911	8.50563433391461	7.13692692102143	6.4236316492509	6.44277256183719	8.23543011435901	7.63299722411889
16	"at4g36560"	2.91555997447666	2.92596159493904	2.5693266769895	2.65706066388934	2.62281611957539	2.67950157984196	2.46589009484143
1	"at4g36580"	6.96313663592759	10.665232415867	8.4324975846077	6.33069767180734	4.4512139097704	3.61792332556713	3.63134667424193
1	"at4g36590"	2.8779931667314	2.35570328310761	2.37195668832355	2.41743204132497	2.42934743577182	2.41741249231497	2.37753569323627
15	"at4g36600"	51.4894040366442	16.9292012406855	6.92232335117913	3.82027678266293	2.86707272528244	3.26578428580442	5.12696719505116
1	"at4g36610"	3.1450897051801	2.89016494902909	2.84196476238217	2.91942213570623	2.73973464099312	3.26420877494267	15.5027132887637
1	"at4g36620"	20.0643219825632	5.84143638988356	4.44086177370145	4.08755317851352	4.33567615084709	4.68324874376984	5.35297964474288
1	"at4g36630"	9.89340520428781	9.51270518102526	9.01836874245939	9.12255746272953	9.62780107156154	9.00865358568269	8.84911083839645
1	"at4g36640"	3.39225549421944	2.86262660400949	3.13542099291214	4.38784632714229	6.42429585147757	10.4054479354042	13.5697979387335
1	"at4g36650"	12.7272824462665	11.7250161110469	9.21595496367149	8.48085469903791	8.21009927361631	8.43513115111634	9.26470581511489
7	"at4g36660"	7.55387808633469	16.2805496234757	15.0437222114798	14.4210302789018	14.5315564763547	13.101467386649	12.0007250478555
1	"at4g36670"	12.8935771157054	4.02063489278861	6.34222986443059	5.41202748725807	5.59061759658498	6.07054621643876	5.67214730623893
1	"at4g36690"	23.6752786383113	26.9251348779342	19.4870706693676	18.4102736594064	17.7825502268993	16.3523755910825	15.1875683888185
1	"at4g36710"	11.3047355085691	4.70366723800587	5.33258232540215	6.50939216431155	9.07327047758439	6.85930148131204	6.75616236688908
1	"at4g36720"	28.2931944110628	16.3574316055138	12.7061627643549	12.1096925598849	12.1163800668805	12.0462845128095	11.8736122452234
3	"at4g36730"	19.6125130222932	11.6195718083319	14.6974435667894	15.5813896177872	12.3207798221866	13.2042473720692	15.4350776247314
1	"at4g36740"	3.0893332402235	2.49300509852296	2.87275209411889	3.57780601155998	2.59850589753861	2.55900062546929	3.05871954829772
1	"at4g36760"	13.7032719159964	24.8479713566251	23.4351994266488	20.6599902274083	16.122475066892	15.4633393318256	14.6041535074286
1	"at4g36770"	5.21455750166987	8.65906548741747	6.89449396735705	5.18214002981187	4.0653902088807	3.83986076725373	5.20365446429086
1	"at4g36790"	9.91204680536807	7.97138642279086	7.0301818108614	6.54950481342326	6.55094861965284	5.91837044048486	6.2061031110599
1	"at4g36800"	22.760746967327	21.9664754364105	21.1309711313733	22.046165339164	22.7537958303455	23.5725511786308	24.8613201288887
1	"at4g36810"	6.42089615699719	15.3368309033536	17.505667478994	18.6860146625931	19.9099128365998	21.5195300433028	20.0752725123428
2	"at4g36830"	4.59614240961712	4.28685315835383	4.22743088121938	4.36537068896458	4.27148534697633	4.64959213166936	5.61989885934043
9	"at4g36840"	18.5265220434414	8.59791690068999	7.86072565730839	7.81789838693651	7.84285267392993	8.36957191102758	8.52488476897655
1	"at4g36850"	27.1198632745907	15.4755291342963	10.5388655098787	9.72678817585507	3.90184733948092	3.55184592354702	3.17600166029177
1	"at4g36860"	9.05459952227115	16.5188402857196	13.2015141122632	10.6382049641009	7.60802506904131	7.14474736903135	8.08379274187736
1	"at4g36870"	6.77198839066969	8.20309119191796	7.22697631756444	6.45488697121492	6.75121735273085	6.71846972900216	8.66060914108437
2	"at4g36890"	6.10838149134233	12.9907966456625	12.6984455622151	11.5753065827697	9.21404514563761	8.39960314498467	8.99311759292951
1	"at4g36900"	18.3204580180229	5.83296870296841	4.15828171177947	4.72708181061418	5.20098544303173	5.85224296585484	6.01508031170906
1	"at4g36910"	26.35812788735	22.2199654239478	23.5840077741824	23.3302171973767	23.495135235779	20.2082455118332	9.91734079940551
1	"at4g36920"	3.6012019350999	12.7329194051834	11.8562140989716	11.1966791638123	8.44986133603719	10.6871702383457	14.5086361144672
1	"at4g36930"	5.24973888437305	15.4234773753839	20.5441893580477	20.8197450935074	21.403702850271	17.5491631826171	12.0858301467711
1	"at4g36940"	4.10005188477736	7.58849873831577	9.59375989478266	8.81062379885817	9.03992518800801	8.85692253053421	7.38629047794722
1	"at4g36950"	3.5332520423708	2.58990048890246	2.84068100602155	3.15622342027285	3.21179504625588	6.19561787672985	3.58321306924146
1	"at4g36960"	15.0737085661875	15.4791570122218	13.4958723995665	12.6461514737037	12.2097309096809	10.9706707744395	10.0446623701669
10	"at4g36970"	8.59935130265554	12.2389764087884	13.0549738856702	11.9339977095378	12.8157914104761	11.6028273849509	9.91334885201174
2	"at4g36980"	22.3288080308275	22.0233775183773	16.4079053170066	14.9930085136237	14.4911380988273	14.1536590528053	15.4475360304671
1	"at4g36990"	8.665214725153	12.1481860195841	9.2841253408601	10.005306791562	10.5893967497976	12.8296967616335	18.4342033667533
1	"at4g37000"	18.8684891234517	17.5045248975679	16.4166175231343	16.2034168761196	18.8117935574557	20.2012477486105	21.6793986369178
1	"at4g37010"	2.48938091056408	2.49538023995806	2.5355296878967	2.51843297043101	3.08661847213485	4.4043099467844	11.1454773342437
4	"at4g37030"	4.18595944207719	3.42237654441258	3.75158566080835	4.41946479313698	5.14125534525697	6.44946206365873	5.27781153077416
1	"at4g37040"	7.50598721738705	11.5054752054862	15.4658172602215	16.1209012962618	17.0442356730286	14.75217223846	10.6944545693294
1	"at4g37050"	6.76395783654195	4.41264188139771	3.88038285006371	3.5921236197393	3.62039472429876	3.56955731428383	4.63165191358733
1	"at4g37060"	2.83415664734535	2.28564735702181	2.32031605845883	2.1738561854826	2.16003671301899	2.22192712524801	2.42833225906077
1	"at4g37070"	3.93763985876901	2.84553514854374	2.95310366221497	3.37456840845195	4.35403096181487	6.22429886119287	14.5210563252929
1	"at4g37080"	7.0624952886405	9.24025500601317	9.84295728182967	9.31949426155453	9.92363839834016	9.18755936430789	11.4432279599662
10	"at4g37090"	14.3606585045494	20.0947770623122	17.0617138388343	13.5787741034982	11.973675454731	10.1585165357148	9.20668423455006
1	"at4g37100"	4.28054304394263	8.88570143462831	7.67613721128448	6.53676651412293	5.90349848555433	6.77707779919514	6.57967352020947
2	"at4g37110"	3.22385569214225	3.57284542809294	8.8597295904108	11.0425822005179	13.330586342903	10.8762891015156	6.61659434898515
3	"at4g37130"	10.5519714902841	13.9677444752539	13.2728060223297	12.0144219559039	11.8984287592721	9.72765682131528	9.52743041848543
1	"at4g37140"	3.72605292537543	2.99910978305414	2.80412338921596	2.40614457967362	2.68307645777354	2.62121555825671	2.52487506029136
1	"at4g37150"	3.41299704813738	2.7743914032494	2.7185615649638	3.13236825750591	4.67011529268877	6.2432893638005	8.12430649135193
1	"at4g37160"	3.20130618142298	2.67765668912056	7.07076347332	10.4343271458266	13.2644397195448	12.3991701881311	14.6439938389255
1	"at4g37170"	6.65668238391614	8.61526993555206	6.89357090515341	6.08945944244169	5.5223544895304	4.96342846569104	3.88983196249878
3	"at4g37180"	14.2749702453338	11.4003601789926	10.9205314859569	10.2005403084953	5.0787530763286	5.18388423235959	6.46341592665847
1	"at4g37190"	6.15952386210095	8.07873364962451	7.8422112225191	6.39975052313283	5.51924591163693	4.68136741902385	4.27476812568719
1	"at4g37200"	8.43334514667892	9.93022105243785	9.83570978253302	10.5422348639108	12.6138985785353	13.0716996359082	12.4839406625849
2	"at4g37210"	14.4793188808304	13.4457236671624	11.331226844278	10.3257141972107	9.85229049710293	8.97146962238032	6.93245093256691
1	"at4g37230"	3.23774343145211	2.75093013463989	4.40245523133549	4.74258950072082	4.09591800103054	4.31004918595033	3.69372894074763
1	"at4g37240"	2.85746105021711	3.30315155929974	6.90808339827806	8.26894247582271	7.99886424344919	8.7258207248926	9.38323349825591
1	"at4g37260"	29.1720223620947	17.7531607752306	20.3869657619695	21.6026216436874	22.0749025911779	23.3049821054107	28.2047582594164
1	"at4g37270"	10.5450034839316	8.88145677660514	8.43691558445013	9.2687427986559	10.5742785670039	10.9487694981874	11.6620849623356
1	"at4g37280"	14.4560032778956	12.121414574394	13.3512430812866	13.7370882441794	14.1288013042985	13.2317792582446	11.1536667498682
13	"at4g37290"	2.66057271422347	2.36195094183648	2.48641566809714	2.34037925172416	2.48748587480728	2.55130757254445	3.49205714219441
15	"at4g37295"	2.53593745958176	2.50688271329712	2.49494123174967	2.48808079280571	2.52347040449168	2.68443877278978	3.80464716301492
1	"at4g37300"	8.70194561246225	10.1607101521443	6.91315529052138	6.7257516127695	9.53012849830994	11.5519113157278	10.8283135734037
1	"at4g37310"	2.84445876433951	2.31106125636958	2.35352770050815	2.35903719647201	3.48634296519645	4.86223964106173	11.7226012381643
1	"at4g37320"	10.5867363302413	8.83811171245281	5.68113558040198	4.46687174952384	5.59645075686328	6.87231579956697	8.51230985263524
1	"at4g37330"	9.94893087425693	5.15103496602853	10.3161076886616	12.2482933257035	14.7196605838269	16.6505585252808	17.7366523519672
1	"at4g37340"	3.47350538350785	2.82424386555339	2.71789458219478	2.66401831333166	2.9099250609287	2.82293452360392	3.17534386578422
1	"at4g37360"	3.61616539972893	3.17996231081631	3.14848654056244	3.36732040023304	3.43619799303058	3.49460565801469	3.36262950979817
1	"at4g37370"	11.0470084529355	3.56707446504136	3.24796067862116	4.17631683786217	4.81487106927986	9.84990060642716	5.52475823574841
1	"at4g37380"	4.82119294120627	7.62344803466501	6.5215112949524	6.11709634977312	5.65833332560865	4.77556909565006	3.90344200012342
1	"at4g37400"	2.96710023849057	5.40090809964545	9.19316095685191	12.7742690203013	13.5471299413543	16.779306294416	17.4110181663814
1	"at4g37410"	5.28372909769304	7.84999281396153	23.367751237976	22.1516306681505	15.4770559935729	16.3373471502365	20.0471743781338
1	"at4g37430"	9.99791087703897	13.2294773942973	14.8066531153043	14.2744029630309	9.17039472291376	8.88742922982909	8.80331769794693
12	"at4g37450"	4.29044859799028	8.03184447203698	23.9529177674033	26.9834298177103	23.1726585618366	28.6632706371101	30.6089856967711
2	"at4g37460"	14.8678709572435	11.1862933696123	10.0435554048927	9.78228614911808	9.84851587321739	10.1180743001024	10.3756285618594
1	"at4g37470"	6.48097708612924	5.10584709282507	11.8328197300862	11.0820599126476	13.8418208575203	12.0956886144955	14.2521220015203
1	"at4g37490"	3.9364159292855	5.74743203193334	5.35956409030591	5.84734480622914	6.81327843861693	8.36976625834727	6.14157919785544
1	"at4g37510"	15.0807819820515	20.5377775459802	26.2055593845931	27.5246726336734	29.325869925012	26.3684555401716	15.7914947711393
1	"at4g37520"	3.46461489431696	2.84940626350079	3.47281204938063	5.13275358211423	6.47384878023583	7.36271912717879	12.0311835439935
1	"at4g37530"	3.09229723637882	2.83291045396562	5.91218535240949	8.345102867388	9.90115959958202	14.5179582427585	16.7808241470791
5	"at4g37540"	6.92078490291527	9.48966943718856	7.43441041124447	7.40250041696655	4.97354202368519	4.96104599666004	4.16745609440716
6	"at4g37580"	8.56793973980138	17.6147549546834	12.2256195008829	12.0807420332175	8.29797704748528	4.32229338031645	4.15494822609817
1	"at4g37590"	11.512363668644	14.2285065158562	16.7959539574249	17.5022298487499	18.4311668034549	17.2016315040572	17.0497695379531
12	"at4g37608"	7.7757248375637	9.26803826064513	7.61165057197029	8.14633325029146	6.697432642574	5.19198962339886	5.41356012318735
2	"at4g37610"	4.94732611028925	4.56286614954886	5.8675904106872	7.3130125270323	8.25304305459094	7.93927902207544	12.1906065104793
2	"at4g37630"	5.67303920175207	8.90580485727922	11.7520415774338	11.1650050609299	9.27253837439535	8.80510576400053	9.63964043071778
1	"at4g37640"	7.83348526940082	10.8596936467131	15.1112995805021	14.7869933542131	14.4426676191189	15.6659407285045	14.2781418346595
1	"at4g37650"	3.97151926080678	8.4337358332805	9.723151495187	9.32620515937552	8.84563471517175	10.0578206895531	10.2039264498717
1	"at4g37670"	8.1704799825072	12.6343029548784	11.6654940204256	8.9491438374094	8.28609962792715	7.43695821689463	6.06015488584764
1	"at4g37680"	4.08313471339445	4.81206678950759	5.32897845385529	5.77398222648713	5.21523405120422	5.17280688690026	7.56982789517692
1	"at4g37690"	3.6328244877411	3.11632672978333	2.85418463896883	2.8127340840346	2.84504702768478	2.91272264799915	2.74165904338474
11	"at4g37700"	2.85093042818154	2.33179264115976	2.5624828220217	2.48702009872323	2.46743885377263	2.69127316679367	5.3556332402149
