"Phylostratum"	"GeneID"	"0d"	"1d"	"1.5d"	"2d"	"2.5d"	"3d"	"3.5d"
4	"at1g09710"	26.6896038523593	25.837807284428	26.3153573235	25.7913849836776	25.2041237005411	25.1834977837279	25.5239907096789
7	"at1g09720"	7.68834188925365	7.53382563348828	7.6334402751868	7.82034030419775	7.57537507859069	7.85511989187773	7.54686482553683
1	"at1g09730"	46.4078442912033	46.1028384832219	47.1375911863928	45.6637132177706	44.3565313235734	44.6430057477809	44.6459385650188
1	"at1g09750"	126.949964305367	114.243670069839	114.951877545375	114.331344936712	117.271192760897	119.939468231775	119.372138062558
1	"at1g09770"	134.617961176473	134.082267782558	135.240907632386	131.609767448165	131.280835290248	132.212001128086	130.130177135517
1	"at1g09780"	138.722803706708	143.082355580484	146.062387986497	144.035206389627	139.236206964335	141.365822853692	138.923453504897
4	"at1g09790"	12.2144448084415	12.2716550396568	12.2238881204568	12.9813632403717	12.8112247056235	12.1783469527322	12.4500221208306
1	"at1g09795"	51.4926729533002	52.2502232715897	53.9534671846659	52.8388981119241	52.388625019538	53.0232169519429	54.2468953925662
1	"at1g09810"	33.7784532554953	32.9213715256672	31.9323832233037	32.9153210233861	32.9908882608564	33.1152571743053	33.4592766816142
2	"at1g09815"	177.344236001318	170.916742267659	166.270960804187	169.510133758477	169.135666456257	164.265449855469	164.718404108934
1	"at1g09830"	7.53033713867598	7.46294175533331	7.4683650535981	7.45566231804894	7.5596781300099	7.41484033049342	7.38296564392149
1	"at1g09840"	23.73503539314	24.1472172184074	23.7652208075167	23.4771773209064	23.1260329006265	22.8745697220942	22.9488928129032
1	"at1g09850"	45.5784898536604	45.4413513104115	47.0111747750341	46.4734489959514	46.7982719377672	47.9195120097305	48.3662329654832
6	"at1g09860"	9.20725938455707	9.19127210485968	9.53596999381034	9.3235918626046	9.56301252556018	9.71033329729735	9.72888206179464
1	"at1g09930"	13.4101716742501	13.1884308139146	14.0225343142698	13.8849655628514	14.902875620595	14.5447123095736	14.7438042784065
1	"at1g09940"	37.8948595359495	37.0440762391772	36.7218577057595	36.7953676820879	35.7725504238251	36.0951337751347	35.8926540445217
1	"at1g09960"	25.15648058176	24.6596659027867	24.540888920144	23.9290288911327	23.8005549899109	23.7954567327303	23.3135018396302
